"Date received",Product,Sub-product,Company,State,"ZIP code","Consumer consent provided?","Submitted via","Company response to consumer","Timely response?","Consumer disputed?"
2013-10-16,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,NC,28443,,Web,"Closed with monetary relief",1,1
2015-07-18,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",CO,802XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-09,"Credit card",,Citibank,NC,28379,,"Postal mail","Closed with explanation",1,0
2015-01-03,"Bank account or service","Other bank product/service","PayPal Holdings, Inc.",CA,92883,,Web,"Closed with monetary relief",1,0
2012-01-11,"Credit card",,"Synchrony Financial",CA,91775,,Web,"Closed with relief",1,0
2013-02-04,"Credit card",,"Bank of America",CA,90032,,Web,"Closed with explanation",1,0
2014-07-18,"Credit reporting",,Experian,NY,13403,,"Postal mail","Closed with explanation",1,1
2016-08-22,Mortgage,"Conventional fixed mortgage","Wells Fargo & Company",ND,581XX,"Consent provided",Web,"Closed with explanation",1,0
2015-06-22,"Debt collection","Other (i.e. phone, health club, etc.)","Allied Collection Services, Inc. (Nevada)",CA,92562,,Phone,"Closed with explanation",1,1
2013-11-08,"Bank account or service","Checking account","PNC Bank N.A.",KY,40504,,Phone,"Closed with explanation",1,1
2013-01-29,Mortgage,"FHA mortgage","Bank of America",PA,17603,,Phone,"Closed with explanation",1,0
2015-07-24,Mortgage,"Conventional fixed mortgage",LoanDepot,WA,99344,,Phone,"Closed with explanation",1,0
2012-10-22,"Bank account or service","Other bank product/service","JPMorgan Chase & Co.",OH,43223,,Web,"Closed with monetary relief",1,0
2015-02-16,Mortgage,"Conventional adjustable mortgage (ARM)","Select Portfolio Servicing, Inc",FL,33312,,Web,"Closed with explanation",1,0
2015-12-31,"Credit reporting",,CoreLogic,MD,21015,,Referral,"Closed with explanation",1,0
2015-10-05,"Bank account or service","Checking account","BBVA Compass",CO,802XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2013-06-10,Mortgage,"Conventional fixed mortgage",Ocwen,NY,14469,,Web,"Closed with explanation",1,0
2014-02-03,Mortgage,"Conventional fixed mortgage","HSBC North America Holdings Inc.",IL,60099,,Web,"Closed with explanation",1,1
2014-06-17,"Credit reporting",,Experian,TX,76049,,"Postal mail","Closed with explanation",1,0
2015-02-18,"Credit card",,"USAA Savings",MI,48316,,Web,"Closed with non-monetary relief",1,0
2015-02-03,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CA,91344,,Web,"Closed with explanation",1,0
2016-02-01,Mortgage,"VA mortgage","U.S. Bancorp",VA,201XX,"Consent provided",Web,"Closed with explanation",1,1
2016-01-30,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CA,94510,"Consent not provided",Web,"Closed with explanation",1,0
2012-10-09,Mortgage,"Conventional fixed mortgage","Bank of America",OR,97707,,Web,"Closed with explanation",1,0
2014-09-04,"Credit reporting",,Experian,CA,94931,,"Postal mail","Closed with non-monetary relief",1,0
2012-01-31,Mortgage,"Other mortgage","Bank of America",TX,77584,,Web,"Closed without relief",1,0
2014-06-26,"Bank account or service","Checking account","Citizens Financial Group, Inc.",MA,2115,,Referral,"Closed with explanation",1,0
2016-01-18,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,34950,"Consent not provided",Web,"Closed with explanation",1,0
2012-12-06,Mortgage,"Other mortgage","JPMorgan Chase & Co.",CA,92054,,Referral,"Closed with explanation",1,1
2014-07-25,"Credit reporting",,Equifax,TX,76011,,"Postal mail","Closed with explanation",1,0
2012-10-15,"Credit card",,Citibank,NJ,7728,,Referral,"Closed with explanation",1,1
2016-07-13,"Credit reporting",,Equifax,CA,92646,,"Postal mail","Closed with explanation",1,0
2013-11-18,"Credit reporting",,Experian,TX,75025,,Web,"Closed with explanation",1,0
2014-06-02,"Credit reporting",,Equifax,PA,19057,,Web,"Closed with explanation",1,1
2016-07-02,Mortgage,"Home equity loan or line of credit","Ditech Financial LLC",FL,32796,"Consent not provided",Web,"Closed with explanation",1,0
2016-11-28,"Bank account or service","Checking account","Capital One",CO,805XX,"Consent provided",Web,"Closed with explanation",1,
2014-10-24,"Bank account or service","Checking account","TD Bank US Holding Company",NJ,8094,,Web,"Closed with explanation",1,0
2015-05-09,"Credit card",,"U.S. Bancorp",CA,930XX,Other,Web,"Closed with non-monetary relief",1,0
2012-11-05,"Credit reporting",,Experian,TX,78361,,Web,"Closed with explanation",1,1
2014-04-07,"Bank account or service","Other bank product/service","Bank of America",MS,39730,,Web,"Closed with non-monetary relief",1,0
2016-07-22,"Credit reporting",,Equifax,FL,33247,"Consent not provided",Web,"Closed with explanation",1,0
2015-04-18,"Credit reporting",,Equifax,MD,29874,"Consent not provided",Web,"Closed with explanation",1,0
2015-08-03,Mortgage,"Conventional fixed mortgage","Wells Fargo & Company",NY,13903,,Phone,"Closed with explanation",1,0
2015-09-15,"Debt collection","Other (i.e. phone, health club, etc.)","HCFS Health Care Financial Services, Inc.",MD,21037,"Consent not provided",Web,"Closed with explanation",1,0
2013-08-19,"Credit card",,"Synchrony Financial",MD,20720,,Web,"Closed with monetary relief",1,1
2012-12-31,"Credit card",,"Bank of America",NJ,7083,,"Postal mail","Closed with explanation",1,1
2016-05-19,"Debt collection","I do not know","CL Holdings, LLC",TX,78504,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2015-12-07,"Debt collection","Credit card","FMS Inc.",NJ,8816,,"Postal mail",Closed,1,0
2016-03-07,"Debt collection","Credit card",Citibank,TN,38401,"Consent not provided",Web,"Closed with explanation",1,0
2014-08-05,"Credit reporting",,Experian,IL,60045,,Web,"Closed with explanation",1,0
2015-05-07,"Credit reporting",,Equifax,FL,346XX,"Consent provided",Web,"Closed with explanation",1,0
2015-11-30,"Debt collection","Other (i.e. phone, health club, etc.)","Conn's, Inc.",TX,770XX,"Consent provided",Web,"Closed with explanation",1,0
2015-07-31,"Bank account or service","Other bank product/service","Fidelity National Information Services, Inc. (FNIS)",MD,216XX,"Consent provided",Web,"Closed with explanation",1,0
2015-02-25,"Debt collection","Non-federal student loan","Todd, Bremer & Lawson, Inc.",CA,90019,,Web,"Closed with explanation",1,0
2015-06-10,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",GA,30019,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2015-02-01,Mortgage,"Conventional fixed mortgage",Ocwen,GA,30034,,Web,"Closed with explanation",1,0
2015-04-29,"Debt collection","Other (i.e. phone, health club, etc.)","I.Q. Data International, Inc.",VA,221XX,"Consent provided",Web,"Closed with explanation",1,0
2015-07-13,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",FL,336XX,Other,Web,"Closed with explanation",1,0
2012-12-01,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",FL,33177,,Web,Closed,1,0
2014-01-31,"Debt collection","Credit card",Discover,NC,28751,,Web,"Closed with monetary relief",1,0
2014-07-02,"Debt collection","Payday loan","Triple AC Resolutions",CO,80916,,Web,"Closed with explanation",0,
2014-07-01,Mortgage,"FHA mortgage","Bank of America",TX,75115,,Web,"Closed with explanation",1,0
2015-02-24,"Credit card",,Citibank,CO,80021,,Web,"Closed with explanation",1,0
2015-02-17,Mortgage,"Conventional adjustable mortgage (ARM)","PNC Bank N.A.",OH,43026,,Web,"Closed with explanation",1,0
2015-10-13,"Bank account or service","Checking account","JPMorgan Chase & Co.",TX,75007,,Referral,"Closed with explanation",1,0
2014-11-19,Mortgage,"Other mortgage","M&T Bank Corporation",FL,33027,,"Postal mail","Closed with non-monetary relief",1,0
2014-08-24,Mortgage,"VA mortgage","Nationstar Mortgage",SC,29681,,Web,"Closed with explanation",1,1
2015-04-24,"Bank account or service","Other bank product/service","Wells Fargo & Company",GA,302XX,"Consent provided",Web,"Closed with explanation",1,0
2016-10-27,"Debt collection","Credit card","USCB, INC.",CA,956XX,"Consent provided",Web,"Closed with explanation",1,0
2012-03-22,Mortgage,"Home equity loan or line of credit",FirstBank,CO,80220,,Referral,"Closed without relief",1,0
2014-07-03,Mortgage,"Home equity loan or line of credit","Bank of America",FL,33908,,"Postal mail","Closed with explanation",1,0
2012-06-15,"Bank account or service","(CD) Certificate of deposit","JPMorgan Chase & Co.",WA,98520,,Web,"Closed with explanation",1,0
2016-12-21,Mortgage,"Conventional fixed mortgage",Ocwen,CA,951XX,,Web,Closed,1,
2013-08-30,"Credit reporting",,Equifax,OR,97709,,Web,"Closed with explanation",1,1
2015-11-12,Mortgage,"Conventional fixed mortgage","Servis One, Inc.",CA,923XX,"Consent provided",Web,"Closed with explanation",1,0
2015-12-08,"Bank account or service","Checking account","JPMorgan Chase & Co.",MI,48629,,Phone,"Closed with explanation",1,0
2015-03-20,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,32159,,Referral,"Closed with explanation",1,0
2013-11-27,Mortgage,"Other mortgage","Wells Fargo & Company",CA,93060,,Fax,"Closed with explanation",1,0
2014-11-10,"Debt collection","Other (i.e. phone, health club, etc.)","FMS Inc.",CA,94611,,Web,"Closed with explanation",1,0
2013-11-21,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",OR,97128,,Web,"Closed with monetary relief",1,0
2014-07-23,Mortgage,"Conventional adjustable mortgage (ARM)","Select Portfolio Servicing, Inc",OH,43560,,Web,"Closed with explanation",1,0
2015-12-06,"Credit card",,"JPMorgan Chase & Co.",VA,201XX,"Consent provided",Web,"Closed with explanation",1,0
2014-12-28,"Debt collection","Other (i.e. phone, health club, etc.)",ERC,TX,77083,,Web,"Closed with non-monetary relief",1,0
2012-02-14,Mortgage,"Other mortgage","Bank of America",CA,95928,,Referral,"Closed without relief",1,0
2014-09-09,"Debt collection","Payday loan","ARM WNY LLC",OK,74834,,Web,"Closed with explanation",1,1
2015-07-21,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NJ,8904,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2013-07-29,Mortgage,"FHA mortgage","U.S. Bancorp",IL,62062,,Web,"Closed with explanation",1,1
2016-09-29,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,33407,"Consent not provided",Web,"Closed with explanation",1,1
2014-01-04,Mortgage,"Conventional fixed mortgage",Citibank,CT,6811,,Web,"Closed with explanation",1,0
2016-07-03,"Bank account or service","Checking account",Citibank,MD,217XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2016-06-02,"Debt collection",Mortgage,"Aldridge Pite, LLP",CA,90016,,"Postal mail","Closed with explanation",1,0
2015-07-02,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",AL,360XX,"Consent provided",Web,"Closed with explanation",1,0
2014-09-09,"Bank account or service","Other bank product/service","Bank of America",CA,94509,,Web,"Closed with monetary relief",1,0
2013-01-09,Mortgage,"Conventional fixed mortgage","PHH Mortgage",MS,38611,,Web,"Closed with non-monetary relief",1,1
2014-01-14,"Debt collection","Other (i.e. phone, health club, etc.)","National Credit Systems,Inc.",PA,15348,,Phone,"Closed with explanation",1,1
2014-04-18,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",TX,79124,,Web,"Closed with explanation",1,1
2014-04-05,Mortgage,"FHA mortgage","Wells Fargo & Company",TX,75070,,Web,"Closed with explanation",1,0
2016-05-17,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",MI,49769,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2014-11-05,"Credit reporting",,Experian,TX,76078,,"Postal mail","Closed with explanation",1,0
2014-05-30,"Bank account or service","Checking account","Bank of America",FL,32738,,Phone,"Closed with explanation",1,0
2016-10-09,"Credit reporting",,Experian,CT,6042,"Consent not provided",Web,"Closed with explanation",1,0
2012-03-21,Mortgage,"Other mortgage","Bank of America",OK,74073,,Referral,"Closed without relief",1,0
2013-09-09,Mortgage,"Conventional fixed mortgage","PHH Mortgage",MD,21009,,Web,"Closed with explanation",1,1
2015-03-13,"Bank account or service","Checking account","Wells Fargo & Company",FL,34743,,Web,"Closed with explanation",1,1
2014-10-06,Mortgage,"Other mortgage","Ditech Financial LLC",FL,32716,,Referral,"Closed with explanation",1,0
2013-06-29,Mortgage,"Conventional adjustable mortgage (ARM)","Fifth Third Financial Corporation",IL,61008,,Web,"Closed with explanation",1,0
2014-12-18,"Debt collection","Other (i.e. phone, health club, etc.)",ERC,TX,77845,,Web,"Closed with non-monetary relief",1,1
2014-04-10,Mortgage,"Other mortgage","HSBC North America Holdings Inc.",NY,14204,,Referral,"Closed with explanation",1,0
2015-04-01,"Credit reporting",,Equifax,OK,73114,,"Postal mail","Closed with explanation",1,0
2016-06-29,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TX,79413,"Consent not provided",Web,"Closed with explanation",1,0
2012-08-13,Mortgage,"FHA mortgage","Bank of America",VA,23452,,Web,"Closed with explanation",1,0
2013-01-14,Mortgage,"Other mortgage","Bank of America",CA,92411,,Referral,"Closed with non-monetary relief",1,0
2016-07-26,"Bank account or service","Other bank product/service",Citibank,GA,30024,"Consent not provided",Web,"Closed with explanation",1,0
2013-06-13,Mortgage,"Conventional fixed mortgage",Ocwen,CA,90249,,Phone,Closed,1,0
2016-05-26,"Debt collection","Credit card","Encore Capital Group",TN,37066,"Consent not provided",Web,"Closed with explanation",1,0
2016-02-01,"Debt collection","Other (i.e. phone, health club, etc.)","Diversified Consultants, Inc.",MD,20743,"Consent not provided",Web,"Closed with explanation",1,0
2016-02-18,"Credit reporting",,Equifax,KY,40505,,Referral,"Closed with non-monetary relief",1,0
2014-11-19,"Credit reporting",,Equifax,GA,30093,,Web,"Closed with non-monetary relief",1,0
2014-12-18,"Credit card",,"JPMorgan Chase & Co.",,,,Phone,"Closed with explanation",1,0
2016-04-30,"Debt collection","Credit card",Discover,MS,39056,"Consent not provided",Web,"Closed with explanation",1,0
2014-02-25,"Credit reporting",,Equifax,TX,75206,,Web,"Closed with explanation",1,1
2014-09-26,"Credit reporting",,Experian,TX,77070,,"Postal mail","Closed with non-monetary relief",1,0
2016-12-12,"Credit reporting",,Experian,NY,10579,,"Postal mail","Closed with explanation",1,
2016-05-23,"Credit reporting",,Experian,TX,77083,,Fax,"Closed with non-monetary relief",1,0
2015-08-14,"Bank account or service","Checking account","Bank of America",TX,770XX,"Consent provided",Web,"Closed with explanation",1,0
2016-01-18,"Debt collection","Credit card","Synchrony Financial",UT,846XX,"Consent provided",Web,"Closed with explanation",1,1
2014-05-05,Mortgage,"Other mortgage","Ditech Financial LLC",GA,30071,,"Postal mail","Closed with explanation",1,0
2013-11-04,Mortgage,"Other mortgage","Nationstar Mortgage",CA,93066,,Referral,"Closed with explanation",1,0
2014-10-09,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",WA,98422,,Web,"Closed with explanation",1,0
2015-08-24,Mortgage,"Other mortgage","BB&T Financial",MD,21093,,Fax,"Closed with explanation",1,0
2014-11-13,"Debt collection","Other (i.e. phone, health club, etc.)","Diverse Funding Associates LLC",CA,96007,,Web,"Closed with explanation",1,0
2016-04-07,Mortgage,"Other mortgage","Wells Fargo & Company",OR,97470,,Fax,"Closed with explanation",1,0
2014-09-16,"Credit reporting",,Equifax,PA,19119,,"Postal mail",Closed,1,0
2013-07-25,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",CA,94501,,Web,"Closed with explanation",1,0
2016-05-11,"Credit card",,"Synchrony Financial",VA,24078,,"Postal mail","Closed with non-monetary relief",1,1
2016-12-07,"Debt collection","I do not know","Capital One",MN,55311,,Fax,"Closed with explanation",1,
2015-08-28,"Debt collection","Credit card","Stenger & Stenger, P.C",GA,305XX,"Consent provided",Web,"Closed with explanation",1,1
2013-02-20,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",OH,44023,,Web,"Closed with explanation",1,0
2015-04-18,"Bank account or service","Checking account","HSBC North America Holdings Inc.",SC,29033,"Consent not provided",Web,"Closed with explanation",1,0
2016-08-02,"Debt collection","Credit card","USAA Savings",IL,628XX,"Consent provided",Web,"Closed with explanation",1,0
2015-02-19,"Credit reporting",,Experian,CA,92075,,Web,"Closed with non-monetary relief",1,0
2016-03-21,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NJ,8081,,"Postal mail","Closed with explanation",1,0
2016-09-23,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",NJ,7102,,Phone,"Closed with explanation",1,0
2016-06-10,"Debt collection",Medical,"Independent Recovery Resources, Inc.",CA,90036,"Consent not provided",Web,Closed,1,0
2013-08-17,Mortgage,"Other mortgage","Wells Fargo & Company",TX,75089,,Web,"Closed with non-monetary relief",1,0
2013-12-04,"Debt collection","I do not know","Law offices of Steven Cohen LLC",NY,11433,,Referral,"Closed with explanation",0,
